Teacher Name,Month,Attendance (%),Feedback from Students (1-5),Questions Answered,Research Papers,Average Class Duration (minutes),Average Student Attendance per Class (%),Resource Sharing (1-5),Quiz Frequency,After Quiz Feedback (1-5),RandomNumber
Teacher_202,7,85,4.3,80,4,72,82,4.8,2,3.8,42.65009045
Teacher_203,7,91,3.6,105,4,61,80,4,1,4.1,19.21703825
Teacher_204,7,96,3.6,121,5,54,84,3.6,3,4.1,56.32424797
Teacher_205,7,99,5,121,5,67,84,3.6,3,5,53.20766846
Teacher_206,7,95,3.5,80,6,72,81,4.8,1,4.8,41.99183918
Teacher_207,7,99,4.2,86,1,63,80,4.6,3,4.1,62.41450116
Teacher_208,7,93,4.3,99,6,52,87,4.5,3,4.9,4.2495217
Teacher_209,7,89,3.7,114,2,50,85,4,4,4,42.3566396
Teacher_210,7,95,3.8,135,6,73,86,4.1,2,4.5,98.75721795
Teacher_211,7,91,4,116,5,54,85,4.9,1,4.9,91.41737461
Teacher_212,7,96,4.6,107,6,70,77,3.6,4,4.1,42.64004328
Teacher_213,7,89,4.3,94,3,57,76,4.7,2,4.5,63.96649163
Teacher_214,7,94,4.5,144,1,74,88,4,1,3.9,56.56648444
Teacher_215,7,94,5,140,5,65,81,3.6,4,3.9,19.8897083
Teacher_216,7,89,4.7,99,4,72,85,4.6,2,4.4,33.41499358
Teacher_217,7,93,4.2,101,6,67,77,4,4,5,96.34608424
Teacher_218,7,89,4.2,123,5,64,88,4.6,2,4.2,71.58366358
Teacher_219,7,95,4.4,129,4,69,80,4.6,1,4.9,75.58703668
Teacher_220,7,89,4.5,130,4,59,78,4.3,4,4.9,12.36506526
Teacher_221,7,89,4.3,120,2,46,80,4.7,1,3.9,50.42258981
Teacher_222,7,99,4.5,133,2,54,80,4.4,3,4.1,27.25735607
Teacher_223,7,88,3.5,126,5,72,87,3.9,2,4.5,47.59893123
Teacher_224,7,85,4.1,99,5,68,89,4.6,3,4.3,82.23743826
Teacher_225,7,86,3.9,98,3,64,81,4.4,2,3.6,71.79787849
Teacher_226,7,96,3.7,114,1,71,80,3.5,3,5,92.0485226
Teacher_227,7,86,3.6,131,1,58,76,4.9,1,4.6,61.92946046
Teacher_228,7,85,4.4,89,5,71,80,4.3,3,4.2,24.45867561
Teacher_229,7,99,4.3,95,2,68,76,4.8,2,4.4,77.83102645
Teacher_230,7,99,3.9,130,6,56,88,4.8,3,3.6,0.94264207
Teacher_231,7,93,4.2,135,3,57,81,4.2,2,4.2,32.99259721
Teacher_232,7,86,4.2,125,1,71,77,4.3,3,4.9,12.91642845
Teacher_233,7,91,3.8,82,5,60,87,4.1,1,4.8,93.43488887
Teacher_234,7,85,4.5,94,2,47,75,4.2,4,4,52.05079135
Teacher_235,7,85,4.7,88,2,72,77,4.8,3,4.3,69.31484089
Teacher_236,7,98,4.7,88,2,46,83,4.7,2,4.5,51.97440588
Teacher_237,7,93,4.4,91,6,64,86,3.7,4,4,74.09393761
Teacher_238,7,98,4.3,128,4,74,89,4.4,3,3.6,42.2942249
Teacher_239,7,96,3.6,112,6,57,83,5,3,4.3,48.0313909
Teacher_240,7,86,3.9,113,2,74,86,4.4,2,4.4,95.83934712
Teacher_241,7,92,3.6,92,5,65,88,4.7,3,3.5,67.6426144
Teacher_242,7,95,4.9,107,3,60,83,4.7,1,3.6,97.78365708
Teacher_243,7,94,3.7,99,6,55,83,4,2,3.8,97.52572368
Teacher_244,7,92,3.7,131,5,45,85,4.1,3,4,86.46730594
Teacher_245,7,93,4.8,112,2,45,76,4.6,4,4.3,54.33214411
Teacher_246,7,85,4.9,88,3,59,81,4.2,1,3.9,95.29240019
Teacher_247,7,93,4.6,111,1,66,88,4.4,2,3.9,81.55702913
Teacher_248,7,96,3.5,138,1,53,75,4.6,3,4.8,6.720981239
Teacher_249,7,95,3.5,108,5,59,87,4.7,2,3.7,47.33998008
Teacher_250,7,89,4.1,106,3,70,87,3.9,4,4.2,29.66460656
Teacher_251,7,96,3.7,117,5,64,85,3.7,4,4.9,8.410360968
Teacher_252,7,89,3.5,119,3,71,84,3.9,3,4.4,31.06638883
Teacher_253,7,97,4.2,83,3,58,85,4.3,2,4.6,45.40326591
Teacher_254,7,86,4.9,93,5,52,81,4,2,4.1,32.37026864
Teacher_255,7,86,4,144,3,59,79,4.4,1,3.5,7.141952328
Teacher_256,7,88,4.5,88,6,45,81,3.6,1,4.5,53.71675065
Teacher_257,7,91,4.5,115,2,53,76,4.3,2,4.4,74.94962159
Teacher_258,7,92,3.9,117,3,59,81,4.1,2,3.7,42.07235466
Teacher_259,7,90,4.5,135,6,56,76,4.3,1,4.2,14.85502218
Teacher_260,7,98,3.8,139,3,48,80,4.1,2,4.9,99.96364925
Teacher_261,7,93,3.7,99,6,51,77,3.9,1,3.8,6.893638865
Teacher_262,7,87,4.6,112,5,61,76,4.9,3,4.2,10.79241117
Teacher_263,7,94,3.7,137,1,71,78,3.8,4,4.2,94.57612198
Teacher_264,7,91,5,131,4,52,89,4.5,1,4.7,11.51912957
Teacher_265,7,98,3.8,114,3,54,89,4.9,2,4.7,33.46182619
Teacher_266,7,98,4.4,122,4,73,75,4.3,3,4.6,45.63284225
Teacher_267,7,97,4.1,121,3,74,78,4.8,4,4,8.544961076
Teacher_268,7,96,3.7,110,5,61,76,3.7,1,3.6,85.45846482
Teacher_269,7,95,3.5,129,5,56,88,4.2,2,4,21.14291689
Teacher_270,7,93,4.4,118,6,49,80,4.2,1,4.5,95.88188917
Teacher_271,7,93,4.7,111,3,63,80,3.5,4,4.6,47.86438393
Teacher_272,7,88,4.8,126,5,53,83,4.2,1,4.9,16.54028434
Teacher_273,7,90,4.2,116,5,50,83,4.1,2,4.2,77.51034193
Teacher_274,7,96,4.7,100,3,53,84,4.5,1,4.4,95.37839462
Teacher_275,7,95,4.5,125,6,64,76,4.9,4,4.3,82.0926808
Teacher_276,7,85,4.6,112,6,68,79,3.6,2,3.7,38.34289785
Teacher_277,7,85,4.2,131,6,58,84,4,1,4.2,34.80374095
Teacher_278,7,88,4.5,102,6,61,83,4.2,4,4.3,83.81491151
Teacher_279,7,94,4.7,112,1,66,76,4.2,2,4.9,53.1092635
Teacher_280,7,96,4.1,100,3,63,89,4.7,2,4,85.95557887
Teacher_281,7,86,4.7,103,1,54,84,4.2,4,5,30.9056045
Teacher_282,7,87,4.4,88,5,47,84,3.5,2,4.3,26.07685529
Teacher_283,7,85,3.7,143,1,65,80,4.6,3,3.9,91.44907724
Teacher_284,7,99,3.5,111,6,57,78,4.8,1,3.8,13.05410148
Teacher_285,7,94,4,147,5,70,75,4.3,1,3.7,75.16850387
Teacher_286,7,92,4.3,124,1,65,77,4.4,2,4.2,59.02313936
Teacher_287,7,98,4.8,144,1,58,88,3.7,2,3.5,17.99896146
Teacher_288,7,96,3.7,136,3,65,85,3.8,1,4.2,5.688014361
Teacher_289,7,99,4.7,108,1,69,79,3.9,1,5,12.36081933
Teacher_290,7,93,4.8,135,5,70,80,4.1,4,4.5,53.81484861
Teacher_291,7,89,3.7,146,6,52,80,4.9,3,4.6,54.18652081
Teacher_292,7,97,4.8,131,3,57,76,4.3,2,3.7,82.63431046
Teacher_293,7,90,5,148,1,52,82,3.8,2,4.2,99.45081093
Teacher_294,7,99,4.6,105,3,60,81,3.9,3,3.9,67.672377
Teacher_295,7,95,4.7,122,4,59,76,4.1,4,4.8,44.82190507
Teacher_296,7,91,5,112,3,49,75,4.4,3,3.8,23.47918187
Teacher_297,7,89,4.4,116,6,70,86,4.2,1,4.2,36.71699092
Teacher_298,7,98,4,101,4,52,84,4.1,3,4.4,49.13804014
Teacher_299,7,94,4.8,81,4,46,88,4.3,2,4.3,48.85496409
Teacher_300,7,95,4.4,120,3,60,82,3.9,2,4.7,84.07417974
Teacher_301,7,88,4.4,121,5,56,78,3.6,3,3.8,11.14161365
Teacher_302,7,91,3.9,96,6,59,81,3.5,3,4.1,32.49600424
Teacher_303,7,91,4.6,144,5,51,81,3.9,3,4.7,36.44511279
Teacher_304,7,98,3.6,104,6,45,83,3.6,3,4.3,58.73431974
Teacher_305,7,98,4.9,98,6,63,85,4,2,4.1,4.404027321
Teacher_306,7,87,4,103,5,65,82,4.7,4,3.5,26.4871998
Teacher_307,7,95,3.7,97,2,69,86,4.6,2,4.6,36.62353394
Teacher_308,7,88,4.2,114,4,62,88,4.4,2,5,82.04292314
Teacher_309,7,94,3.6,80,3,50,82,4.8,2,4.4,79.00827592
Teacher_310,7,98,4.5,130,5,56,89,3.9,1,4.8,67.45515745
Teacher_311,7,98,4.9,119,5,55,86,4.8,3,4.3,86.40614236
Teacher_312,7,90,4.8,87,3,58,85,4.1,2,3.8,79.63481832
Teacher_313,7,90,3.7,117,4,72,75,4.1,3,3.5,24.20798145
Teacher_314,7,88,3.7,114,3,69,87,4.1,3,4.5,80.26763144
Teacher_315,7,96,4.7,126,6,50,75,3.6,3,4.2,39.53360067
Teacher_316,7,97,4.9,124,2,51,82,5,3,4.7,43.59851989
Teacher_317,7,85,4.2,85,6,50,88,3.7,3,4.5,63.98168061
Teacher_318,7,91,4.2,128,2,48,83,4,2,5,63.27159866
Teacher_319,7,89,4,86,3,50,84,4,4,4.3,82.67867817
Teacher_320,7,93,4.8,134,6,46,80,3.6,4,4.1,8.002704951
Teacher_321,7,91,4.5,120,4,54,76,3.7,4,3.9,79.69493794
Teacher_322,7,90,3.9,133,6,74,84,3.6,4,4.2,56.72351313
Teacher_323,7,86,3.9,130,5,62,76,3.9,2,4.8,95.90294743
Teacher_324,7,99,4.8,81,2,46,75,4.8,3,3.6,41.3659962
Teacher_325,7,88,3.5,102,2,63,76,4,1,5,69.37738731
Teacher_326,7,90,4,100,4,53,82,3.7,1,5,96.47967201
Teacher_327,7,99,4.3,141,2,69,84,4.5,3,4.4,68.99540041
Teacher_328,7,90,3.7,149,2,51,79,5,4,4,70.15972632
Teacher_329,7,92,3.6,145,4,55,82,3.8,4,3.8,87.26284106
Teacher_330,7,91,4.7,137,6,60,88,3.9,2,3.9,51.70189658
Teacher_331,7,86,4.8,149,3,45,81,5,1,3.6,43.11206866
Teacher_332,7,85,4.7,147,6,74,77,3.8,4,4.2,12.47690673
Teacher_333,7,87,4.8,147,5,73,81,4.3,2,3.6,39.67084306
Teacher_334,7,98,4.3,147,5,63,78,3.9,3,4.6,92.73629158
Teacher_335,7,93,4.7,131,2,68,87,4.9,1,4.1,26.08962668
Teacher_336,7,97,4.1,141,5,52,82,5,2,3.8,84.91259484
Teacher_337,7,95,4.5,111,3,66,84,4.7,1,4.3,48.99765274
Teacher_338,7,96,5,126,2,59,78,4,1,5,10.31145032
Teacher_339,7,86,3.8,134,5,73,75,4.1,4,4.5,1.892888053
Teacher_340,7,96,4.1,91,1,60,76,3.9,1,4.2,14.4527607
Teacher_341,7,92,4.2,108,1,46,76,4.8,1,4.7,32.80278701
Teacher_342,7,91,3.7,113,1,68,81,4.9,3,4.6,17.23931997
Teacher_343,7,93,3.6,121,1,61,82,4.1,4,4.8,80.45389139
Teacher_344,7,96,4.7,131,6,67,87,4.5,4,3.8,59.09414362
Teacher_345,7,86,5,92,1,61,76,3.7,2,4.8,22.67829921
Teacher_346,7,99,4.1,107,2,70,76,4.2,4,4,95.68806065
Teacher_347,7,90,3.6,87,4,70,82,4.4,3,4.9,77.21369185
Teacher_348,7,91,3.6,133,6,61,85,4.1,1,3.9,58.17757949
Teacher_349,7,98,4.8,85,4,49,79,4,3,4.9,2.604075916
Teacher_350,7,88,4.2,119,2,52,84,3.5,4,4.9,47.23428627
Teacher_351,7,95,4,101,2,59,88,4.7,1,3.7,28.4330361
Teacher_352,7,99,4.2,134,3,62,76,4.8,2,5,13.13964936
Teacher_353,7,99,4,149,6,58,86,5,1,3.6,26.79936739
Teacher_354,7,93,4.2,112,4,63,77,4.6,1,3.8,4.029957629
Teacher_355,7,96,4.8,120,1,74,85,4.3,4,4.2,26.87883921
Teacher_356,7,92,4.4,117,2,54,75,3.9,3,5,70.49328104
Teacher_357,7,96,4.5,103,1,63,83,5,1,4.2,3.30491359
Teacher_358,7,91,4,86,4,70,81,4.4,1,4.3,34.25349095
Teacher_359,7,96,4.6,133,6,54,87,4.5,1,4.5,51.81438232
Teacher_360,7,85,4.5,80,5,48,76,4.5,3,5,15.4566117
Teacher_361,7,85,3.7,105,5,64,86,4.8,1,4.7,73.07137436
Teacher_362,7,89,4.4,104,2,58,79,3.5,3,3.8,82.89736572
Teacher_363,7,93,3.9,93,3,61,80,3.8,3,4,89.24712455
Teacher_364,7,98,4.7,136,1,62,86,4.5,3,3.6,5.812255499
Teacher_365,7,92,4.1,126,2,66,75,4.8,3,4.5,76.57731818
Teacher_366,7,94,5,126,3,54,77,4.5,1,3.8,0.745338156
Teacher_367,7,99,3.6,106,1,70,83,4.1,1,3.9,72.08671349
Teacher_368,7,87,4.7,85,4,73,78,4,4,4.8,20.12729365
Teacher_369,7,91,4.5,148,5,72,75,4.6,4,4,96.44715521
Teacher_370,7,86,4.7,87,3,54,75,4.6,4,4.3,20.64676802
Teacher_371,7,86,4,136,1,59,78,4.4,4,4.1,70.05241
Teacher_372,7,95,4.2,86,2,63,84,3.9,4,3.6,70.80860062
Teacher_373,7,93,4.7,94,1,53,89,4.9,4,4,25.16285679
Teacher_374,7,97,3.8,131,2,49,77,4.3,2,4.1,32.81217692
Teacher_375,7,96,3.8,149,5,70,82,4.7,4,4.8,65.93020272
Teacher_376,7,88,4.3,113,5,55,81,3.8,3,4,11.51739248
Teacher_377,7,92,4.3,116,1,63,89,4,2,4.1,22.36800697
Teacher_378,7,95,3.9,89,1,50,82,4.8,3,4.7,35.89765278
Teacher_379,7,88,3.9,98,2,60,85,3.6,2,4.6,35.71098118
Teacher_380,7,92,3.9,97,2,53,86,4.3,1,4.7,93.85015698
Teacher_381,7,95,4.7,89,3,47,83,4.2,4,4.9,17.49787996
Teacher_382,7,94,4.5,100,3,67,78,4.6,4,4.7,94.3195958
Teacher_383,7,93,4.7,114,3,65,85,3.9,1,4.1,20.95064226
Teacher_384,7,89,5,125,1,65,81,3.8,4,4.7,97.84582421
Teacher_385,7,87,4.2,98,6,46,75,4.9,4,4.3,3.240233708
Teacher_386,7,96,3.6,129,6,62,85,4.4,2,3.9,71.41619115
Teacher_387,7,99,3.6,146,6,58,80,3.7,4,4,52.92925674
Teacher_388,7,93,3.9,115,6,72,85,3.8,4,3.8,85.30763134
Teacher_389,7,88,4.9,90,3,69,84,5,1,3.7,13.30166921
Teacher_390,7,90,4.3,94,1,45,77,3.8,1,3.8,92.40295365
Teacher_391,7,94,3.9,143,6,71,75,4.4,4,3.6,40.7198068
Teacher_392,7,91,4.1,110,5,73,78,4.1,1,4.8,49.82859302
Teacher_393,7,93,4.4,91,4,51,84,4.8,4,4.9,11.9680494
Teacher_394,7,99,4.5,132,5,50,87,4.6,2,4.4,31.64428919
Teacher_395,7,85,3.7,111,1,52,78,4.4,1,4.8,13.95314846
Teacher_396,7,98,5,120,1,58,87,3.5,4,3.8,13.65116323
Teacher_397,7,94,4.3,111,4,45,89,4.8,4,4.9,82.27244002
Teacher_398,7,99,3.7,130,2,70,87,4.2,1,4.3,71.33528106
Teacher_399,7,85,4.8,104,2,70,80,4.9,2,3.6,75.42550672
Teacher_400,7,93,3.6,92,2,49,79,4.2,1,3.7,16.97981859
Teacher_401,7,98,4.9,125,3,49,80,4.5,3,4,23.11477698
Teacher_402,7,97,5,138,2,66,89,3.6,3,3.6,55.65639257
Teacher_403,7,94,4.6,143,3,49,89,4.6,1,4,58.83271175
Teacher_404,7,86,4.7,92,3,49,79,4,1,3.6,34.95717079
Teacher_405,7,91,4,134,2,62,80,4,3,3.9,49.93280611
Teacher_406,7,87,4.9,95,2,53,76,3.7,2,3.9,47.06589856
Teacher_407,7,92,4.3,129,4,61,75,3.7,1,5,1.586075553
Teacher_408,7,99,4.6,124,6,45,87,3.8,1,3.9,1.912441953
Teacher_409,7,99,4.9,121,4,57,75,4,3,3.9,73.12118057
Teacher_410,7,93,5,94,3,60,79,4.8,3,4.5,40.25866793
Teacher_411,7,86,4.7,91,4,46,85,4.1,2,4.8,55.8624644
Teacher_412,7,95,4,95,3,67,83,4.6,3,4.1,24.70328298
Teacher_413,7,87,4.9,96,1,65,89,3.6,3,4.8,30.49227799
Teacher_414,7,85,4.4,85,3,55,84,4.4,1,4,13.60692092
Teacher_415,7,97,4.9,86,3,67,81,4.2,2,3.8,63.92297706
Teacher_416,7,89,4.5,91,4,61,82,5,4,4,52.4434013
Teacher_417,7,93,4,146,6,60,85,4.8,1,4.4,76.90866261
Teacher_418,7,86,4.1,97,1,70,84,4.2,3,4.1,30.08152192
Teacher_419,7,90,4.3,92,5,70,86,4.7,4,4.5,31.18264697
Teacher_420,7,88,4.7,91,5,54,84,3.8,1,3.9,26.63464852
Teacher_421,7,85,4,97,6,46,88,4.3,4,4.6,92.78375342
Teacher_422,7,89,4.4,107,5,60,80,3.6,3,4,67.53480401
Teacher_423,7,85,4,129,1,70,85,4,4,4.2,20.41891594
Teacher_424,7,88,4.7,134,2,48,86,3.8,3,4.3,71.09978247
Teacher_425,7,91,4.2,99,1,68,81,4.6,2,4.5,39.6785146
Teacher_426,7,95,3.6,105,4,55,77,4.2,1,3.9,26.5048866
Teacher_427,7,94,3.7,81,3,57,80,4.6,3,4.8,94.18624811
Teacher_428,7,99,3.6,116,3,48,87,4.3,3,4.6,9.664837675
Teacher_429,7,95,4.2,84,4,50,84,3.6,4,3.9,22.52642611
Teacher_430,7,96,3.7,92,4,69,78,4.6,1,5,41.32997872
Teacher_431,7,86,3.7,120,3,71,82,4.7,2,4.5,54.26974651
Teacher_432,7,93,4.9,131,6,71,79,4.9,2,4.2,73.29687027
Teacher_433,7,88,4.8,89,2,54,75,4.4,1,3.7,68.66982734
Teacher_434,7,90,4.2,147,2,72,89,4.6,2,4.3,96.23318848
Teacher_435,7,88,5,104,2,69,82,4.6,2,3.7,5.517420282
Teacher_436,7,97,3.5,106,4,56,86,3.7,2,4.1,36.18090354
Teacher_437,7,94,4.4,93,3,60,88,3.7,4,4.1,50.20739916
Teacher_438,7,95,4.4,96,6,57,83,3.6,4,4.6,29.34165666
Teacher_439,7,93,4.2,134,3,45,86,4,3,3.8,59.22494887
Teacher_440,7,93,4.1,108,3,64,89,4.2,4,4.7,74.64823641
Teacher_441,7,87,4.2,146,6,59,82,5,2,4,37.74892399
Teacher_442,7,92,4.1,101,1,70,87,4.1,2,4.2,27.65186958
Teacher_443,7,95,4.6,132,6,65,82,4.6,1,4.7,8.074000316
Teacher_444,7,89,3.7,82,1,60,75,4.5,1,4.4,12.16445311
Teacher_445,7,91,3.8,139,5,60,79,3.8,1,4,25.4182813
Teacher_446,7,94,3.8,80,1,54,82,3.6,3,4.1,34.26029903
Teacher_447,7,91,3.9,101,2,74,80,4.3,4,4,28.20727362
Teacher_448,7,94,4.3,145,2,65,85,4.6,4,4.4,31.23973565
Teacher_449,7,85,3.7,130,6,64,86,5,1,4,76.03482202
Teacher_450,7,93,4.8,106,2,68,88,4,3,4.6,38.70059467
Teacher_451,7,88,3.9,128,2,60,78,4.8,1,4.4,45.64974373
Teacher_452,7,96,3.7,81,5,49,86,4.1,4,3.7,20.23673793
Teacher_453,7,94,4.5,138,2,48,88,4.5,4,4,20.51762695
Teacher_454,7,96,3.6,116,4,55,80,4.4,2,3.8,45.21563518
Teacher_455,7,92,4.4,111,4,64,87,3.6,3,4.1,64.29632148
Teacher_456,7,87,4.5,89,4,68,86,3.6,3,4.3,11.11473484
Teacher_457,7,98,3.8,88,1,63,85,3.5,3,4.3,77.50692323
Teacher_458,7,94,3.6,86,6,52,77,4.1,3,4.6,11.46289059
Teacher_459,7,88,4,95,6,46,75,4.6,4,3.8,98.24300162
Teacher_460,7,94,3.6,100,3,58,85,3.8,3,4.9,13.99955599
Teacher_461,7,99,3.7,110,5,53,87,4.4,3,4,31.31855184
Teacher_462,7,91,3.9,132,4,57,80,3.9,2,4,67.51590705
Teacher_463,7,90,3.9,112,4,56,88,4.7,2,4.5,3.132346891
Teacher_464,7,85,4.3,144,2,74,80,4.7,1,4.7,6.736274505
Teacher_465,7,91,4.5,110,4,63,75,4.7,1,4.1,11.25419483
Teacher_466,7,86,4.4,134,2,68,75,4.3,4,4.6,27.84658284
Teacher_467,7,85,3.7,85,2,56,85,3.9,2,4.8,88.84938531
Teacher_468,7,88,3.8,145,3,46,78,4.7,2,4.7,41.73445503
Teacher_469,7,98,4.8,103,1,59,86,3.8,4,3.6,9.08887156
Teacher_470,7,85,4.3,107,2,50,77,3.9,3,4.7,34.97912143
Teacher_471,7,87,4.8,127,2,65,86,3.8,4,4.7,97.17672124
Teacher_472,7,92,4.1,145,6,69,75,4.5,2,4.5,80.09985152
Teacher_473,7,91,4.4,96,3,46,87,4.5,3,4.6,29.63432021
Teacher_474,7,95,4.3,116,2,60,87,4.5,3,5,22.62990161
Teacher_475,7,90,4,100,5,74,81,4.1,1,4.1,73.52657055
Teacher_476,7,98,4.2,126,1,53,83,3.7,4,3.6,42.41569121
Teacher_477,7,91,4.3,126,5,49,87,4.9,3,4.2,97.80095247
Teacher_478,7,93,3.8,130,4,57,78,4.3,1,3.6,55.79203519
Teacher_479,7,98,4,125,1,65,84,4.1,1,3.9,96.19524307
Teacher_480,7,95,4.7,115,4,49,84,4.4,3,4.4,34.21192121
Teacher_481,7,94,4.9,95,6,46,80,3.8,1,4,70.74455572
Teacher_482,7,88,4,117,2,45,78,3.7,1,4.5,41.56201293
Teacher_483,7,90,4,147,3,67,77,4.1,2,4.7,0.488170739
Teacher_484,7,86,3.8,145,5,68,85,3.8,3,4.1,51.71281919
Teacher_485,7,87,4.5,119,4,60,80,3.9,2,4.9,80.6370173
Teacher_486,7,85,4,80,2,71,77,4.8,3,3.6,37.95148208
Teacher_487,7,97,5,84,5,48,85,4.3,3,4.8,9.488013751
Teacher_488,7,88,4,136,5,57,86,4.2,4,4.7,5.529934668
Teacher_489,7,95,4.1,97,6,65,85,4.5,3,4,67.85646614
Teacher_490,7,97,4.4,144,6,61,86,4.9,2,3.9,55.29509284
Teacher_491,7,98,4.7,136,4,58,77,3.7,1,4,23.83482723
Teacher_492,7,95,4.2,116,2,56,82,4.8,3,4.7,1.046062322
Teacher_493,7,97,4.1,104,3,63,83,4.4,3,4.7,44.85391554
Teacher_494,7,87,5,118,4,53,85,3.7,4,4,48.07286159
Teacher_495,7,96,3.5,137,5,67,79,3.9,1,4.4,17.35538738
Teacher_496,7,95,4.8,133,5,60,88,4.2,4,3.7,32.89628757
Teacher_497,7,96,3.7,127,1,49,79,4.5,4,4.2,89.21736552
Teacher_498,7,97,4.7,112,2,55,78,3.9,1,5,3.00916361
Teacher_499,7,86,4.4,92,1,57,87,4.3,1,3.7,6.726388722
Teacher_500,7,86,4,126,6,46,86,4.5,3,4.9,71.44338495
Teacher_501,7,96,4.8,117,3,57,75,4.2,4,4.7,51.34962269
Teacher_502,7,92,3.5,99,4,54,89,4.8,2,5,67.40022642
Teacher_503,7,94,3.8,127,5,48,89,4.8,4,3.8,30.63938657
Teacher_504,7,90,4.4,96,2,59,88,4.2,4,3.8,63.82825387
Teacher_505,7,99,4,106,5,56,79,5,4,3.5,5.60353596
Teacher_506,7,97,4.4,110,6,61,84,3.6,1,4.6,45.35795257
Teacher_507,7,90,3.5,92,1,73,83,3.5,4,4.5,70.02290668
Teacher_508,7,96,3.7,146,1,49,85,4.1,2,3.8,15.3737111
Teacher_509,7,90,3.7,99,4,58,88,4.4,1,4.7,67.87930086
Teacher_510,7,99,3.8,124,2,53,87,4.4,4,3.9,7.602862568
Teacher_511,7,86,4.2,93,6,58,78,4.2,3,3.7,53.77691351
Teacher_512,7,97,4.6,94,2,52,86,3.7,1,4.1,49.68869796
Teacher_513,7,91,4.9,131,4,68,87,3.8,2,3.6,9.071066607
Teacher_514,7,97,4.8,131,6,69,88,4.8,1,3.9,62.36875127
Teacher_515,7,92,3.8,97,6,49,86,4.8,1,4.1,33.0805375
Teacher_516,7,91,4.2,145,1,49,79,4.5,2,4.8,14.82477727
Teacher_517,7,98,3.8,135,1,61,81,4.5,3,4.7,22.86445928
Teacher_518,7,93,3.9,129,1,52,84,4.4,2,4.2,30.31732364
Teacher_519,7,97,4.3,131,5,69,77,3.8,4,4.6,86.73846352
Teacher_520,7,98,3.6,80,3,55,82,4.1,4,4.4,9.53041441
Teacher_521,7,95,3.8,119,1,71,81,4.5,2,4,77.8011529
Teacher_522,7,97,4.9,92,3,60,88,4.3,2,4.6,44.89519303
Teacher_523,7,91,4.2,130,3,51,78,3.5,2,4.5,18.11094117
Teacher_524,7,93,4.2,145,2,56,77,4.9,4,4.4,30.10346503
Teacher_525,7,88,3.5,129,4,66,77,4.8,4,4.4,25.17009777
Teacher_526,7,90,3.9,144,5,57,77,3.9,2,4.5,71.67449716
Teacher_527,7,94,4.8,88,3,59,75,4.4,2,4.1,35.37581617
Teacher_528,7,86,3.7,109,5,60,81,4.9,3,4.8,83.51889074
Teacher_529,7,85,4.1,121,2,53,88,3.6,1,3.7,33.352305
Teacher_530,7,94,3.5,105,1,61,83,4.3,3,4.8,26.17233648
Teacher_531,7,89,4.2,91,6,60,82,4.2,4,4,19.45954491
Teacher_532,7,89,3.5,109,3,70,87,4.1,1,3.7,64.82880503
Teacher_533,7,95,4.7,132,4,74,80,4.8,3,4.4,59.73337073
Teacher_534,7,95,4.7,111,6,68,85,4.1,1,4.1,41.87165787
Teacher_535,7,97,4.7,109,2,68,81,3.6,1,4.7,20.85773276
Teacher_536,7,88,3.9,147,5,73,79,3.6,2,4.1,92.91310778
Teacher_537,7,90,4.8,147,1,52,82,3.6,4,4.5,91.80829831
Teacher_538,7,87,4.3,95,5,70,76,4.1,1,4,24.65174237
Teacher_539,7,87,4.1,105,4,61,80,4.6,3,3.8,95.57557573
Teacher_540,7,98,4.4,84,3,52,85,3.8,2,4.1,15.19579169
Teacher_541,7,88,3.5,102,4,60,82,4.5,1,4.4,19.59916153
Teacher_542,7,95,3.7,81,5,74,83,4.5,4,4.5,41.53187613
Teacher_543,7,95,4.6,122,5,59,78,3.9,2,4.4,81.11787665
Teacher_544,7,99,3.9,118,6,70,76,4.4,3,5,44.65283283
Teacher_545,7,88,4.4,106,4,68,88,4.5,3,4.5,76.45234185
Teacher_546,7,90,4.1,88,4,68,80,4.2,4,4.9,80.53782432
Teacher_547,7,86,4.8,129,4,45,80,4,1,3.7,14.52901607
Teacher_548,7,97,4.9,130,1,70,82,4.4,3,3.6,90.12499936
Teacher_549,7,97,4.8,121,5,67,75,5,1,4,58.74663641
Teacher_550,7,88,3.9,102,2,49,79,4.1,4,3.7,78.66465035
Teacher_551,7,98,3.8,144,1,58,82,4.1,4,4.3,10.17811659
Teacher_552,7,97,4.2,106,1,68,86,4.2,1,4.3,81.71907793
Teacher_553,7,86,3.5,94,1,47,89,3.6,2,4.4,39.74072468
Teacher_554,7,92,3.5,91,6,63,87,4.3,4,4.6,52.15707415
Teacher_555,7,92,4.3,106,2,67,78,4,4,5,88.41233031
Teacher_556,7,90,4.3,88,4,64,80,3.7,4,4.8,7.688993668
Teacher_557,7,99,5,125,6,73,76,4.2,4,3.7,12.27151344
Teacher_558,7,87,3.8,124,5,68,88,3.5,4,4,31.69723291
Teacher_559,7,91,3.9,92,3,73,80,4.1,1,3.9,64.57400745
Teacher_560,7,92,3.7,133,6,67,86,3.7,3,3.8,6.145197792
Teacher_561,7,92,4.9,136,3,62,75,3.5,3,4.3,95.93694333
Teacher_562,7,87,4.7,143,5,51,81,4.7,4,4.3,4.158924896
Teacher_563,7,92,4.7,115,2,61,77,4.9,3,3.8,69.00360299
Teacher_564,7,98,4.9,129,3,54,81,3.8,1,4.6,30.10541558
